"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"1247","San Lazzaro di Savana, Italy - Mi Muovo in bici","20 Pedelecs in 2 stations<br>Launch May 10, 2013<br>Operator; Bicincittà ","operation",11.4050961,44.4716897,"0","Italy","Europe","San Lazzaro di Savana, Italy - Mi Muovo in bici","San Lazzaro di Savana, Italy - Mi Muovo in bici","San Lazzaro di Savana","Italy - Mi Muovo in bici"
"1248","San Lorenzo, Argentina - biciudad","60 bikes in 6 staions<br>Launch: November 26, 2016 (goo.gl/gIFrZi) (http://notife.com/515929-san-lorenzo-pondra-en-marcha-su-sistema-de-bicicletas-publicas/)<br>Issued Tender for a program for 2016 with 60 Bikes in 6 stations<br>Source: http://www.11noticias.com/noticias/SanLorenzo/Lanzan-la-licitacinin-para-crear-el-sistema-de-bicicletas-pn-blicas-en-San-Lorenzo_10504.html","operation",-60.7334518,-32.7462801,"0","Argentina","South America","San Lorenzo, Argentina","biciudad","San Lorenzo","Argentina"
"1249","San Mateo, California USA - Bay Bikes","http://baybikeshare.com/<br>50 bikes in 11 stations<br>-<br>Pilot<br>Launch: May 12, 2016<br>Operator: Bikes Make Life Better<br>Equipment : Social Bicycles<br>Source: http://blog.sfgate.com/bicycle/2016/05/09/san-mateo-bikeshare-rolls-into-town-just-in-time-for-bike-to-work-day/<br>November 2015 City Council approves 50 bike 3 hub Social Bicycle program<br>to begin spring 2016<br>Source: (http://www.sfexaminer.com/san-mateo-approves-bike-share-program/)<br>(https://www.google.com/maps/d/edit?mid=zGPlSU9zZvZw.kmqv_ul1MfkI&ie=UTF8&hl=en&om=1&msa=0&ll=43.580391%2C-42.890625&spn=143.80149%2C154.6875&z=1&source=embed)","operation",-122.3222923,37.5683922,"0","United States of America","North America","San Mateo, California USA","Bay Bikes","San Mateo","California USA"
"1250","San Pedro del Pinatar, Spain - BiCity","http://sanpedrodelpinatar.onroll.info/<br>Ends 2014<br>50 bikes in 5 staions<br>Launched 2009<br>System: Domoblue","stopped",-0.7939336,37.8385299,"0","Spain","Europe","San Pedro del Pinatar, Spain","BiCity","San Pedro del Pinatar","Spain"
"1251","San Rafael (Marin), California USA","Proposed Marin County system for 2013 with 100 bikes in 12 stations to start in San Rafael, then other parts of the county if successful.<br>Source (http://www.huffingtonpost.com/2013/01/27/marin-bike-sharing_n_2561948.html)","planning",-122.5296596,37.9793186,"0","United States of America","North America","San Rafael (Marin), California USA","San Rafael (Marin), California USA","San Rafael (Marin)","California USA"
"1252","San Rafael, Mendoza, Argentina","In August 2016 City wants to create a program to lessen automobile use<br>source: http://www.losandes.com.ar/noticia/proponen-un-sistema-publico-de-bicicletas-en-san-rafael ","planning",-68.3432016,-34.6264263,"0","Argentina","South America","San Rafael, Mendoza, Argentina","San Rafael, Mendoza, Argentina","San Rafael","Argentina"
"1253","San Sebastián, Spain - dBizi","http://www.dbizi.com/ <br>125 pedelecs in 16 stations (December 2014)<br>New Program for Summer 2013 all electric dbizi Source (http://blogderadiosansebastian.blogspot.com/2013/06/la-empresa-de-alquiler-de-bicicletas.html) with 12 stations <br>http://www.donostiamovilidad.com/bicicletas/dbizi/ (http://bicincitta.com/citta.asp?id=1001)<br>Old Launched: January 2008 with 195 bikes in 9 stations Closed December 31, 2012<br><br>Operator CEMUSA http://www.bicincitta.com/citta_v3.asp?id=1001&pag=1","operation",-1.9852636,43.3261763,"0","Spain","Europe","San Sebastián, Spain","dBizi","San Sebastián","Spain"
"1254","San Severo, Italy","Terminated October 2012Video (http://www.youtube.com/watch?v=27ACxCHxx7Y) <br>Begun in 2008 and deteriorated from 2010 on<br>Source (http://www.statoquotidiano.it/16/10/2012/san-severo-bici-sparite-rimosse-16-postazioni-bike-sharing/105600/)","stopped",15.3790574,41.6922066,"0","Italy","Europe","San Severo, Italy","San Severo, Italy","San Severo","Italy"
"1255","Sankt Pölten, Austria - Nextbike Leihradl","www.nextbike.at<br>O'Brien Bike share map (http://bikes.oobrien.com/stpolten/)<br>CityBik.es Map (https://citybik.es/map/nextbike-st-polten)<br>45 bikes in 20 stations<br>Launch: 2008<br>Operator: Nextbike Austria<br>Equipment: Nexbike","operation",15.6335449,48.2013373,"0","Austria","Europe","Sankt Pölten, Austria","Nextbike Leihradl","Sankt Pölten","Austria"
"1256","Sansheng County, Chengdu, Sichuan China -Trinity Public Bicycle","500 bike in 24 stations<br>Launch: June 13, 2010<br>Source: http://cd.qq.com/a/20100613/002165.htm","operation",104.1543388,30.5743809,"0","China","Asia","Sansheng County, Chengdu, Sichuan China -Trinity Public Bicycle","Sansheng County, Chengdu, Sichuan China -Trinity Public Bicycle","Sansheng County","Sichuan China -Trinity Public Bicycle"
"1257","Santa Cruz, California, USA","During October 2016 City will discuss public bicycle sharing and possibly issue a tender.<br>Source: http://www.santacruzsentinel.com/sports/20161002/santa-cruz-looks-to-host-new-bike-share-rental-program","planning",-122.0243311,36.9697468,"0","United States of America","North America","Santa Cruz, California, USA","Santa Cruz, California, USA","Santa Cruz","USA"
"1258","Santa Cruz de Tenerife, Spain -","In late negotiations for a system for 2015<br>Source: http://www.abc.es/local-canarias/20150325/abci-bermudez-bicis-santacruz-201503251612.html","planning",-16.2497234,28.4645414,"0","Spain","Europe","Santa Cruz de Tenerife, Spain -","Santa Cruz de Tenerife, Spain -","Santa Cruz de Tenerife","Spain -"
"1259","Santa Fe, Argentina  - Subite a la Bici ","Subite a la Bici (http://www.santafeciudad.gov.ar/ciudad/salud/subite_bici)<br>135 bikes in 7 stations<br>Photo (http://www.facebook.com/photo.php?fbid=10150567922501823&set=a.87800971822.102951.8085941822&type=3&theater)<br>Launched December 25, 2010<br>Source (http://www.sinmordaza.com/noticia/122552-mas-de-3200-personas-se-subieron-a-las-bicis.html) <br>Plans for 400 bikes in 15 stations and included multiple communities in neighboring Parana, Argentina has been slow Source II (http://www.elciudadanoweb.com/las-bicis-publicas-un-proyecto-que-sigue-pedaleando-en-el-aire/)","operation",-60.7029606,-31.6372882,"0","Argentina","South America","Santa Fe, Argentina ","Subite a la Bici ","Santa Fe","Argentina "
"1260","Santa Fe, New Mexico  USA -","Considering in January 2016, a Zagster program with 20 bikes in 4 stations similar to the Albuquerque program (http://www.sfreporter.com/santafe/article-11541-build-a-better-bicycle-program.html) Gathering information during August 2015 for a possible program<br>Source: http://www.santafenewmexican.com/news/local_news/group-seeks-public-input-on-starting-bicycle-sharing-program-in/article_e290986b-8da2-5541-8196-42850f178f13.html","planning",-105.9460545,35.6858841,"0","United States of America","North America","Santa Fe, New Mexico  USA -","Santa Fe, New Mexico  USA -","Santa Fe","New Mexico  USA -"
"1261","Santa Maria Narvarrese, Baunei, Lotzorai, &amp; Triei, Sardenia, Italy - BIKE-O Mobilità sostenibile in Ogliastra","http://tiny.cc/kl6f4x<br>Pedelecs in 6 stations<br>Scheduled to Launch October 23, 2015<br>Source: http://lanuovasardegna.gelocal.it/nuoro/cronaca/2015/09/27/news/nuovo-servizio-di-bike-sharing-1.12167249<br>Equipment: Ecospazio","planning",9.6847916,39.9913254,"0","Italy","Europe","Santa Maria Narvarrese, Baunei, Lotzorai, &amp; Triei, Sardenia, Italy - BIKE-O Mobilità sostenibile in Ogliastra","Santa Maria Narvarrese, Baunei, Lotzorai, &amp; Triei, Sardenia, Italy - BIKE-O Mobilità sostenibile in Ogliastra","Santa Maria Narvarrese","Italy - BIKE-O Mobilità sostenibile in Ogliastra"
"1262","Santa Monica, California USA - Breeze","http://www.santamonicabikeshare.com/<br>O'Brien Bike Share map (http://bikes.oobrien.com/santamonica/)<br>500 Bikes in in 85 stations<br>Launch: November 12, 2015<br>Operator: CycleHop and Equipment: social Bicycles<br>Starts Pilot Program September 2015 Contract approved in November 2014 for 500 bikes in 80 stations for a November 2015 start.<br>Source (http://www.scpr.org/news/2015/09/07/54269/first-bike-share-program-in-la-county-begins-pilot/)(http://smdp.com/council-500-bicycle-bikeshare/143130) with $2.8 million expected. 2013 -2014<br>Source (http://laist.com/2012/09/10/santa_monica_ramps_up_its_bike_share_program.php) Source II (http://la.curbed.com/archives/2013/09/santa_monica_may_get_a_bike_share_program_before_la_does.php)","operation",-118.4988786,34.0271969,"0","United States of America","North America","Santa Monica, California USA","Breeze","Santa Monica","California USA"
"1263","Santander, Spain - TusBic","http://www.tusbic.es/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/santander/)<br>CityBik.es Map (https://citybik.es/map/tusbic) 200 bikes in 15 stations<br>Launched: September 2008<br>Operator: JCDecaux Cyclocity","operation",-3.8103676,43.4668747,"0","Spain","Europe","Santander, Spain","TusBic","Santander","Spain"
"1264","Sant Andreu de la Barca, Spain - BiciSAB","http://www.automaticbike.es/bicisab%5C/bicisab.asp<br>Launch: Spring 2010-ends 2014","stopped",1.9738484,41.4523767,"0","Spain","Europe","Sant Andreu de la Barca, Spain","BiciSAB","Sant Andreu de la Barca","Spain"
"1265","Santarém, Portugal - Biks","http://biks.cm-santarem.pt (http://biks.cm-santarem.pt/)/<br>40 bikes in 4 stations<br>Launched March 16, 2012<br>System ICTL","operation",-8.6841986,39.2387014,"0","Portugal","Europe","Santarém, Portugal","Biks","Santarém","Portugal"
"1266","Santiago, Provindencia, Chile - b'easy","www.bpp.cl<br>Re-launch: December 10, 2014 as Bike Santiago<br>Launched November 2008 as b'easy Provindencia<br>with 150 bikes in 15 stations <br>More information (http://www.providencia.cl/servicios/ciclovias-y-bicicletas-publicas)<br>","stopped",-70.6039809,-33.4271431,"0","Chile","South America","Santiago, Provindencia, Chile","b'easy","Santiago","Chile"
"1267","Santiago, Las Condes, Chile - Movici ","www.movici.cl (http://www.movici.cl/)<br>Movici - Bicicletas Compartidas <br><br>16 bikes in 2 stations Video (https://www.youtube.com/watch?v=ps3lILieEh8#t=17)<br>Launch: November 4, 2013<br>System: Movici","operation",-70.5096316,-33.3645854,"0","Chile","South America","Santiago, Las Condes, Chile","Movici ","Santiago","Chile"
"1268","Santiago, Las Condes, Chile - Bici Las Condes","https://www.bicilascondes.cl/<br>500 bikes in 50 station<br>Public Launch March 1, 2015 for Phase 1<br>Another 500 bikes in 50 stations for Phase 2<br>Source: http://ow.ly/H5yMa<br>Photos: http://ow.ly/H5zIh<br>Operator & Equipment: Clear Channel","operation",-70.5782312,-33.4133197,"0","Chile","South America","Santiago, Las Condes, Chile","Bici Las Condes","Santiago","Chile"
"1269","Santiago, Chile - Itaú Santiago B-cycle (Santiago Central, Providencia, Vitacura, Lo Barnechea, Ñuñoa) Chile -","bikesantiago.cl (http://bikesantiago.cl/) <br>O'Brien Bike Share Map (http://bikes.oobrien.com/santiago/)<br>CityBik.es Map (https://citybik.es/map/santiago) 2,200 bikes in 200 stations (November 2016)<br>2,016 bikes in 178 stations (October 2015)<br><br>Launch: October 25, 2013 with 800 bikes in 100 stations<br>Source (http://www.biobiochile.cl/noticias/nacional/region-metropolitana/2016/11/14/bike-santiago-alcanza-limite-de-socios-y-congela-inscripcion-para-bicicletas-publicas.shtml)(http://www.latercera.com/noticia/santiago/2013/10/1731-546359-9-vitacura-estrena-su-primer-sistema-de-bicicletas-publicas-a-fin-de-mes.shtml)<br>(http://www.publimetro.cl/nota/cronica/bikesantiago-ya-tiene-25-mil-usuarios-y-1-2-millones-de-viajes/xIQojk!tdeoAKE4NFJMQ/)<br>Equipment: B-cycle<br>Planning to expand to 3,000 bikes in 300 stations over 4 years<br>Source (http://www.lanacion.cl/traen-revolucionario-sistema-de-bicicletas-publicas-como-el-de-londres-y-nueva-york/noticias/2013-03-14/095206.html)","operation",-70.6333351,-33.4278484,"0","Chile","South America","Santiago, Chile","Itaú Santiago B-cycle (Santiago Central, Providencia, Vitacura, Lo Barnechea, Ñuñoa) Chile -","Santiago","Chile"
"1270","Santiago de Querétaro, Querétaro, Mexico - Quebici","http://www.quebici.mx/<br>50 bikes in 2 stations<br>Launch: September 5, 2016<br>Equipmemnt: Movus<br>(http://www.plazadearmas.com.mx/noticias/local/2016/09/05/inicia_hoy_programa_viabilidad_ecologica_392945_1013.html)<br>In June 2016 the Tender is awarded to Movus of Valencia Spain for a 1,200 bikes in 100 stations (http://valenciaplaza.com/la-valenciana-movus-se-adjudica-un-sistema-publico-de-bicicletas-en-la-ciudad-mexicana-de-queretaro) Mayor says in May 2015 he want to accelerate the process<br>Source:<br>https://codiceinformativo.com/2015/05/marcos-aguilar-promete-construir-un-sistema-de-bicicletas-publicas-y-biciestacionamientos/<br>During July 2013, The Planning Commission is seeking approval from Historical Institute for 200 bike 10 station program<br>Source (http://www.oem.com.mx/diariodequeretaro/notas/n3038269.htm)","operation",-100.3977016,20.6029004,"0","Mexico","South America","Santiago de Querétaro, Querétaro, Mexico","Quebici","Santiago de Querétaro","Mexico"
"1271","Sant Joan d'Alcant, Spain - Visc amb Bici ","Out of Service - January 9, 2013 Source (http://www.diarioinformacion.com/alacanti/2013/01/09/sant-joan-suprime-servicio-prestamo-bicicletas-3-anos-deficitario/1331854.html)<br>http://www.santjoandalacant.es/es/medi-ambient/sant-joan-visc-amb-bici<br>25 bikes in 6 stations<br>Launched: 2009<br>System: Onroll","stopped",-0.4358486,38.405043,"0","Spain","Europe","Sant Joan d'Alcant, Spain","Visc amb Bici ","Sant Joan d'Alcant","Spain"
"1272","Santos, Brasil - Bike Santos","<img src=""https://lh5.googleusercontent.com/proxy/PvunvROXCgR4DfUCs7h12rgLQo6aaJDxK4yXnuU3jjAilHDunfMVKcUleUb5xAZ-nYqWv-3AAhtt6Wctnosy-QkLVvscQVbKfSpxROzTi5C7_EkBIHuWXrXxaFd2XXOt0wajefaCN7-pDg63bYOzKih4q86Yo5sf0m2Wuw"" height=""200"" width=""auto"" /><br><br>http://www.mobilicidade.com.br/bikesantos.asp CityBik.es Map (https://citybik.es/map/bikesantos)<br>370 bikes in 37 stations.(July 2015)<br>Launched: November 29, 2012 with 150 bikes in 15 stations<br>Operator: Mobilicidade.<br>System: Serttel Samba.","operation",-46.3142396,-23.973078,"0",NA,NA,"Santos, Brasil","Bike Santos","Santos","Brasil"
"1273","San Vicente del Raspeig, Spain - BiciSanVi","http://www.bicisanvi.es/<br>(http://www.bicisanvi.es/)<br>53 bikes in 8<br>Launched: 2008<br>System: ITCL","operation",-0.5261426,38.4062539,"0","Spain","Europe","San Vicente del Raspeig, Spain","BiciSanVi","San Vicente del Raspeig","Spain"
"1274","Sanxiangzhen, Zhongshan, Guangdong, China - Sango Public Bicycle ","1,000 bikes in 69 stations<br>Launch: April 28, 2013 to expand to around 2,000 bikes in 150 stations Source (http://tinyurl.com/cjbcdcx):","operation",113.4346104,22.3634912,"0","China","Asia","Sanxiangzhen, Zhongshan, Guangdong, China","Sango Public Bicycle ","Sanxiangzhen","China"
"1275","São Caetano do Sul, São Paulo. Brasil - SancaBike","Contract terminated July 2013 Source (http://www.dgabc.com.br/Noticia/469655/sao-caetano-encerra-programa-sancabike?referencia=buscas-lista)<br>https://www.brasilemovimento.com.br/pt-br/home.aspx<br>100 bikes in 9 stations<br>Launched September 30, 2012 with 70 bikes in 6 stations<br>Plans to expand to 300 bikesSource (http://www.mobilize.org.br/noticias/2869/sanca-bike-sistema-de-emprestimo-de-bicicletas-de-sao-caetanosp.html)","stopped",-46.5716456,-23.6084304,"0","Brazil","South America","São Caetano do Sul, São Paulo. Brasil","SancaBike","São Caetano do Sul","São Paulo. Brasil"
"1276","São José dos Campos, São Paulo, Brazil - ","For October 2015 issues tender for 220 bikes in 20 stations<br>Source: http://www.portalr3.com.br/2015/10/sao-jose-tera-bicicletas-compartilhadas-e-integradas-ao-transporte/#.VhZ6h_2FM2w","planning",-45.9062004,-23.2209578,"0","Brazil","South America","São José dos Campos, São Paulo, Brazil - ","São José dos Campos, São Paulo, Brazil - ","São José dos Campos, São Paulo","Brazil - "
"1277","São Paulo - Brasil - PEDALUSP","University system 3rd generation<br>Closed for expansion October 2012<br>16 bikes in two stations<br>Launched September 2011<br>System: CompartibikeSource: http://www.euvoudebike.com/2011/05/usp-testa-bicicletas-compartilhadas/ (http://pedalusp.uspnet.usp.br/)","stopped",-46.7288016,-23.5564339,"0","Brazil","South America","São Paulo","Brasil","São Paulo","São Paulo"
